# JWST blank sky Saha et al.
# https://arxiv.org/pdf/2503.14582
# mass [eV]     photon coupling [GeV^-1]
# Limits from https://arxiv.org/abs/2503.14582
# mass [eV]	photon coupling [GeV^-1]
2.486694e+00	1.703651e-11
2.486699e+00	1.025198e-11
2.486711e+00	1.885288e-11
2.486711e+00	2.971814e-11
2.486849e+00	2.483797e-11
2.486896e+00	4.202206e-11
2.486927e+00	2.234594e-11
2.486960e+00	2.790875e-11
2.487026e+00	1.649121e-11
2.487026e+00	2.208871e-11
2.487049e+00	3.205596e-11
2.487054e+00	1.273601e-11
2.487062e+00	2.865261e-11
2.487146e+00	5.608392e-11
2.487160e+00	4.466163e-11
2.487202e+00	2.322203e-11
2.487297e+00	2.135019e-11
2.487297e+00	2.824882e-11
2.487358e+00	4.855153e-11
2.487435e+00	2.623324e-11
2.487482e+00	4.245103e-11
2.487515e+00	5.700898e-11
2.487515e+00	5.831817e-11
2.487546e+00	2.880251e-11
2.487612e+00	1.699160e-11
2.487635e+00	3.296059e-11
2.487640e+00	1.262081e-11
2.487647e+00	2.633457e-11
2.487789e+00	2.342579e-11
2.487843e+00	3.217590e-11
2.487883e+00	2.342028e-11
2.487883e+00	2.684330e-11
2.487891e+00	4.304200e-11
2.487951e+00	5.013178e-11
2.487954e+00	4.980515e-11
2.488022e+00	2.849799e-11
2.488067e+00	4.432901e-11
2.488101e+00	4.785817e-11
2.488101e+00	5.069014e-11
2.488132e+00	2.970734e-11
2.488172e+00	1.374671e-11
2.488198e+00	1.772365e-11
2.488218e+00	2.517422e-11
2.488221e+00	3.404661e-11
2.488223e+00	2.780721e-11
2.488226e+00	1.262460e-11
2.488233e+00	2.301521e-11
2.488241e+00	1.929863e-11
2.488241e+00	4.669068e-11
2.488247e+00	3.675974e-11
2.488248e+00	3.102688e-11
2.488279e+00	2.280428e-11
2.488284e+00	1.206983e-11
2.488375e+00	2.383117e-11
2.488470e+00	2.494233e-11
2.488470e+00	2.554749e-11
2.488513e+00	2.330063e-11
2.488608e+00	3.208973e-11
2.488613e+00	2.057647e-11
2.488654e+00	4.817235e-11
2.488687e+00	4.211912e-11
2.488687e+00	4.594096e-11
2.488719e+00	3.066421e-11
2.488732e+00	5.941173e-11
2.488745e+00	4.386331e-11
2.488785e+00	1.871145e-11
2.488807e+00	3.529937e-11
2.488812e+00	1.270966e-11
2.488819e+00	1.903501e-11
2.488946e+00	4.630542e-11
2.488962e+00	2.438064e-11
2.489057e+00	2.599433e-11
2.489057e+00	2.438030e-11
2.489195e+00	3.788861e-11
2.489240e+00	5.465933e-11
2.489273e+00	3.866951e-11
2.489273e+00	4.324271e-11
2.489305e+00	3.160798e-11
2.489372e+00	1.990383e-11
2.489394e+00	3.672098e-11
2.489399e+00	1.281646e-11
2.489406e+00	1.628332e-11
2.489431e+00	3.509996e-11
2.489479e+00	4.285657e-11
2.489539e+00	4.807508e-11
2.489541e+00	4.846283e-11
2.489549e+00	2.496832e-11
2.489644e+00	2.674639e-11
2.489644e+00	2.340857e-11
2.489759e+00	1.333002e-11
2.489783e+00	4.723539e-11
2.489806e+00	2.459368e-11
2.489810e+00	3.379358e-11
2.489828e+00	2.697290e-11
2.489828e+00	4.769308e-11
2.489834e+00	3.704465e-11
2.489835e+00	3.164752e-11
2.489860e+00	3.684073e-11
2.489860e+00	4.214201e-11
2.489866e+00	2.925531e-11
2.489871e+00	1.585531e-11
2.489892e+00	3.243599e-11
2.489960e+00	2.118003e-11
2.489980e+00	3.826687e-11
2.489985e+00	1.289830e-11
2.489993e+00	1.498934e-11
2.490102e+00	2.543736e-11
2.490137e+00	2.549272e-11
2.490201e+00	1.730781e-11
2.490231e+00	2.734497e-11
2.490231e+00	2.274909e-11
2.490333e+00	4.367421e-11
2.490370e+00	5.930397e-11
2.490447e+00	3.625474e-11
2.490447e+00	4.249763e-11
2.490479e+00	3.311764e-11
2.490536e+00	4.361937e-11
2.490547e+00	2.239466e-11
2.490567e+00	3.980076e-11
2.490572e+00	1.294447e-11
2.490579e+00	1.486965e-11
2.490724e+00	2.589514e-11
2.490819e+00	2.786462e-11
2.490819e+00	2.250265e-11
2.491021e+00	3.762907e-11
2.491035e+00	3.669769e-11
2.491035e+00	4.443568e-11
2.491067e+00	3.375748e-11
2.491069e+00	4.309511e-11
2.491128e+00	4.754857e-11
2.491130e+00	4.966478e-11
2.491135e+00	2.341527e-11
2.491155e+00	4.114498e-11
2.491160e+00	1.297654e-11
2.491167e+00	1.581464e-11
2.491312e+00	2.617782e-11
2.491349e+00	1.371024e-11
2.491395e+00	2.641807e-11
2.491399e+00	3.462790e-11
2.491407e+00	2.832433e-11
2.491407e+00	2.268385e-11
2.491417e+00	3.057225e-11
2.491418e+00	4.149310e-11
2.491423e+00	3.547483e-11
2.491424e+00	3.125095e-11
2.491456e+00	3.308022e-11
2.491461e+00	1.874540e-11
2.491622e+00	3.805550e-11
2.491622e+00	4.837053e-11
2.491655e+00	3.457168e-11
2.491692e+00	2.890561e-11
2.491724e+00	2.414266e-11
2.491743e+00	4.223334e-11
2.491748e+00	1.303623e-11
2.491754e+00	1.787077e-11
2.491792e+00	1.581336e-11
2.491900e+00	2.640428e-11
2.491922e+00	4.465391e-11
2.491995e+00	2.873158e-11
2.491995e+00	2.318240e-11
2.492128e+00	4.232207e-11
2.492210e+00	4.028577e-11
2.492210e+00	5.504664e-11
2.492243e+00	3.584638e-11
2.492312e+00	2.454487e-11
2.492330e+00	4.324788e-11
2.492335e+00	1.318645e-11
2.492342e+00	2.087856e-11
2.492489e+00	2.667919e-11
2.492584e+00	2.911130e-11
2.492584e+00	2.376784e-11
2.492613e+00	3.984629e-11
2.492661e+00	4.605171e-11
2.492719e+00	4.916215e-11
2.492721e+00	5.259306e-11
2.492798e+00	4.340839e-11
2.492831e+00	3.791808e-11
2.492901e+00	2.469679e-11
2.492919e+00	4.462787e-11
2.492924e+00	1.352446e-11
2.492930e+00	2.375104e-11
2.492940e+00	1.471712e-11
2.492986e+00	2.986208e-11
2.492991e+00	3.283535e-11
2.493008e+00	2.592819e-11
2.493009e+00	3.210001e-11
2.493014e+00	3.352815e-11
2.493016e+00	3.082844e-11
2.493047e+00	3.462172e-11
2.493052e+00	1.775918e-11
2.493078e+00	2.711137e-11
2.493173e+00	2.950258e-11
2.493173e+00	2.415216e-11
2.493285e+00	3.412364e-11
2.493384e+00	1.764438e-11
2.493387e+00	4.750768e-11
2.493420e+00	4.084161e-11
2.493490e+00	2.475301e-11
2.493507e+00	4.701542e-11
2.493512e+00	1.419746e-11
2.493514e+00	4.607391e-11
2.493518e+00	2.530167e-11
2.493667e+00	2.777970e-11
2.493721e+00	4.377250e-11
2.493762e+00	2.994423e-11
2.493762e+00	2.410360e-11
2.493975e+00	5.273573e-11
2.494008e+00	4.442109e-11
2.494079e+00	2.482748e-11
2.494096e+00	5.131163e-11
2.494101e+00	1.542329e-11
2.494107e+00	2.552294e-11
2.494207e+00	4.290737e-11
2.494256e+00	5.003113e-11
2.494256e+00	2.872052e-11
2.494312e+00	5.115966e-11
2.494314e+00	5.610980e-11
2.494351e+00	3.047394e-11
2.494351e+00	2.352178e-11
2.494533e+00	1.606114e-11
2.494564e+00	5.928076e-11
2.494579e+00	3.346468e-11
2.494584e+00	3.152945e-11
2.494598e+00	4.853999e-11
2.494602e+00	1.704512e-11
2.494602e+00	2.578137e-11
2.494608e+00	3.027320e-11
2.494609e+00	3.022340e-11
2.494640e+00	3.387171e-11
2.494645e+00	1.560578e-11
2.494669e+00	2.488000e-11
2.494685e+00	5.890906e-11
2.494690e+00	1.751492e-11
2.494696e+00	2.460181e-11
2.494846e+00	2.992522e-11
2.494879e+00	3.966249e-11
2.494941e+00	3.113404e-11
2.494941e+00	2.237382e-11
2.494979e+00	2.119283e-11
2.495108e+00	4.841571e-11
2.495187e+00	5.304088e-11
2.495259e+00	2.473463e-11
2.495279e+00	2.081629e-11
2.495285e+00	2.283881e-11
2.495317e+00	4.746539e-11
2.495436e+00	3.131585e-11
2.495531e+00	3.195295e-11
2.495531e+00	2.054450e-11
2.495777e+00	5.769432e-11
2.495804e+00	4.631264e-11
2.495849e+00	2.428443e-11
2.495852e+00	5.188761e-11
2.495869e+00	2.476001e-11
2.495875e+00	2.067828e-11
2.495907e+00	5.284969e-11
2.496026e+00	3.270021e-11
2.496121e+00	3.289657e-11
2.496121e+00	1.771451e-11
2.496128e+00	1.825780e-11
2.496175e+00	3.672012e-11
2.496179e+00	3.041925e-11
2.496197e+00	1.428897e-11
2.496198e+00	2.343432e-11
2.496203e+00	2.647998e-11
2.496204e+00	2.943474e-11
2.496236e+00	3.279814e-11
2.496241e+00	1.473084e-11
2.496439e+00	2.370970e-11
2.496459e+00	2.846311e-11
2.496464e+00	1.900093e-11
2.496476e+00	4.180757e-11
2.496576e+00	2.301935e-11
2.496616e+00	3.378661e-11
2.496703e+00	5.083008e-11
2.496711e+00	3.384122e-11
2.496712e+00	1.393509e-11
2.496915e+00	5.168984e-11
2.497030e+00	2.339235e-11
2.497049e+00	3.198723e-11
2.497054e+00	1.828482e-11
2.497207e+00	3.436596e-11
2.497302e+00	3.464066e-11
2.497302e+00	1.098374e-11
2.497402e+00	4.901161e-11
2.497450e+00	5.166403e-11
2.497504e+00	5.604096e-11
2.497621e+00	2.361555e-11
2.497639e+00	3.531528e-11
2.497645e+00	1.865705e-11
2.497726e+00	2.269058e-11
2.497772e+00	3.740081e-11
2.497777e+00	2.890807e-11
2.497795e+00	1.600384e-11
2.497795e+00	2.129853e-11
2.497798e+00	3.456254e-11
2.497801e+00	2.675065e-11
2.497802e+00	2.968146e-11
2.497833e+00	3.408984e-11
2.497838e+00	1.568921e-11
2.497893e+00	3.525861e-11
2.497893e+00	9.102865e-12
2.498074e+00	4.140616e-11
2.498174e+00	2.210196e-11
2.498212e+00	2.439588e-11
2.498230e+00	3.839225e-11
2.498235e+00	2.016026e-11
2.498301e+00	5.201506e-11
2.498389e+00	3.481072e-11
2.498485e+00	3.580555e-11
2.498485e+00	7.944684e-12
2.498515e+00	5.547450e-11
2.498804e+00	2.550872e-11
2.498821e+00	4.115058e-11
2.498826e+00	2.259589e-11
2.498981e+00	3.550955e-11
2.499002e+00	5.100324e-11
2.499050e+00	5.173089e-11
2.499076e+00	3.641839e-11
2.499076e+00	7.240722e-12
2.499325e+00	2.724825e-11
2.499372e+00	3.556019e-11
2.499376e+00	2.800019e-11
2.499394e+00	2.119995e-11
2.499395e+00	1.876921e-11
2.499396e+00	2.661188e-11
2.499400e+00	3.020752e-11
2.499401e+00	3.150157e-11
2.499412e+00	4.349724e-11
2.499417e+00	2.497309e-11
2.499433e+00	3.671130e-11
2.499438e+00	1.801625e-11
2.499573e+00	3.671540e-11
2.499611e+00	5.936715e-11
2.499668e+00	3.711525e-11
2.499668e+00	6.851692e-12
2.499675e+00	4.007129e-11
2.499775e+00	1.927750e-11
2.499901e+00	5.304182e-11
2.499988e+00	2.741250e-11
2.500004e+00	4.531394e-11
2.500009e+00	2.656620e-11
2.500117e+00	5.827929e-11
2.500165e+00	3.813252e-11
2.500203e+00	5.757331e-11
2.500260e+00	3.774402e-11
2.500260e+00	6.710229e-12
2.500580e+00	2.779306e-11
2.500596e+00	4.648366e-11
2.500600e+00	2.694837e-11
2.500604e+00	5.274707e-11
2.500653e+00	5.383038e-11
2.500758e+00	3.938196e-11
2.500794e+00	5.588972e-11
2.500853e+00	3.806105e-11
2.500853e+00	6.800242e-12
2.500927e+00	2.784616e-11
2.500973e+00	3.430225e-11
2.500978e+00	2.918815e-11
2.500996e+00	2.559821e-11
2.500996e+00	1.910843e-11
2.501001e+00	3.301870e-11
2.501003e+00	3.383812e-11
2.501034e+00	3.830844e-11
2.501039e+00	1.985756e-11
2.501173e+00	2.777924e-11
2.501188e+00	4.690964e-11
2.501192e+00	2.590033e-11
2.501278e+00	3.687843e-11
2.501350e+00	4.027072e-11
2.501378e+00	1.850734e-11
2.501386e+00	5.450843e-11
2.501446e+00	3.790238e-11
2.501446e+00	7.147429e-12
2.501503e+00	5.545556e-11
2.501721e+00	5.911819e-11
2.501766e+00	2.734814e-11
2.501780e+00	4.653163e-11
2.501785e+00	2.357615e-11
2.501943e+00	4.081290e-11
2.501979e+00	5.355420e-11
2.502039e+00	3.728814e-11
2.502039e+00	7.826042e-12
2.502209e+00	5.377238e-11
2.502257e+00	5.669855e-11
2.502359e+00	2.624612e-11
2.502373e+00	4.535859e-11
2.502377e+00	2.072741e-11
2.502530e+00	2.754534e-11
2.502537e+00	4.110637e-11
2.502571e+00	5.316188e-11
2.502577e+00	3.355976e-11
2.502581e+00	3.177687e-11
2.502599e+00	2.708749e-11
2.502600e+00	2.418332e-11
2.502605e+00	3.370689e-11
2.502606e+00	3.535408e-11
2.502632e+00	3.634740e-11
2.502632e+00	8.980055e-12
2.502638e+00	3.923564e-11
2.502643e+00	2.080423e-11
2.502882e+00	3.233139e-11
2.502952e+00	2.408186e-11
2.502966e+00	4.349558e-11
2.502970e+00	1.869571e-11
2.502983e+00	2.097366e-11
2.503107e+00	5.786586e-11
2.503130e+00	4.125518e-11
2.503164e+00	5.360905e-11
2.503225e+00	3.517973e-11
2.503225e+00	2.474143e-11
2.503327e+00	5.820736e-11
2.503546e+00	2.080257e-11
2.503559e+00	4.115400e-11
2.503563e+00	1.778936e-11
2.503724e+00	4.135220e-11
2.503757e+00	5.545648e-11
2.503815e+00	5.389374e-11
2.503819e+00	3.380782e-11
2.503819e+00	3.803677e-11
2.503863e+00	5.787377e-11
2.504136e+00	2.773275e-11
2.504140e+00	1.695597e-11
2.504153e+00	3.866232e-11
2.504156e+00	1.791409e-11
2.504182e+00	3.169521e-11
2.504187e+00	3.532831e-11
2.504205e+00	2.758837e-11
2.504205e+00	2.911507e-11
2.504211e+00	3.305269e-11
2.504212e+00	3.486267e-11
2.504243e+00	4.079069e-11
2.504248e+00	2.257862e-11
2.504318e+00	4.147366e-11
2.504351e+00	5.969929e-11
2.504413e+00	3.222674e-11
2.504413e+00	4.370295e-11
2.504489e+00	2.917765e-11
2.504589e+00	2.326476e-11
2.504713e+00	5.845846e-11
2.504735e+00	1.339956e-11
2.504746e+00	3.645507e-11
2.504750e+00	1.889205e-11
2.504912e+00	4.167885e-11
2.504935e+00	5.772977e-11
2.505008e+00	3.047800e-11
2.505008e+00	4.416705e-11
2.505329e+00	1.141451e-11
2.505340e+00	3.498662e-11
2.505344e+00	2.039226e-11
2.505423e+00	5.388735e-11
2.505472e+00	5.701454e-11
2.505507e+00	4.201282e-11
2.505603e+00	2.869984e-11
2.505603e+00	4.121954e-11
2.505743e+00	2.761178e-11
2.505790e+00	2.859949e-11
2.505794e+00	3.859279e-11
2.505812e+00	2.783806e-11
2.505813e+00	2.840869e-11
2.505818e+00	3.043205e-11
2.505820e+00	3.408029e-11
2.505851e+00	4.293798e-11
2.505856e+00	2.517815e-11
2.505924e+00	1.066513e-11
2.505935e+00	3.455371e-11
2.505938e+00	2.184448e-11
2.506098e+00	2.745705e-11
2.506102e+00	4.248663e-11
2.506198e+00	2.713660e-11
2.506198e+00	2.990186e-11
2.506198e+00	2.424879e-11
2.506321e+00	5.679812e-11
2.506519e+00	1.078638e-11
2.506530e+00	3.511004e-11
2.506533e+00	2.269396e-11
2.506545e+00	5.817809e-11
2.506697e+00	4.303804e-11
2.506793e+00	2.608540e-11
2.506793e+00	1.464437e-11
2.507034e+00	5.401258e-11
2.507082e+00	5.570971e-11
2.507115e+00	1.172113e-11
2.507124e+00	3.627238e-11
2.507128e+00	2.290325e-11
2.507293e+00	4.352283e-11
2.507353e+00	2.681864e-11
2.507388e+00	2.577730e-11
2.507388e+00	8.631115e-12
2.507400e+00	2.741641e-11
2.507404e+00	3.765598e-11
2.507422e+00	2.993974e-11
2.507423e+00	2.184200e-11
2.507428e+00	2.827279e-11
2.507429e+00	3.530217e-11
2.507461e+00	4.417877e-11
2.507466e+00	2.596067e-11
2.507709e+00	2.562214e-11
2.507711e+00	1.353695e-11
2.507720e+00	3.756238e-11
2.507723e+00	2.287985e-11
2.507809e+00	2.514124e-11
2.507889e+00	4.376585e-11
2.507931e+00	5.361236e-11
2.507984e+00	2.625177e-11
2.507984e+00	7.813792e-12
2.508158e+00	5.891708e-11
2.508307e+00	1.591209e-11
2.508315e+00	3.866504e-11
2.508318e+00	2.303313e-11
2.508485e+00	4.364524e-11
2.508580e+00	2.730231e-11
2.508580e+00	7.401144e-12
2.508646e+00	5.370340e-11
2.508695e+00	5.310374e-11
2.508903e+00	1.783506e-11
2.508911e+00	3.950112e-11
2.508914e+00	2.360020e-11
2.508965e+00	2.593448e-11
2.509011e+00	2.960197e-11
2.509016e+00	3.274145e-11
2.509034e+00	3.340784e-11
2.509034e+00	1.628201e-11
2.509040e+00	2.959543e-11
2.509041e+00	3.716244e-11
2.509073e+00	3.943641e-11
2.509078e+00	2.463421e-11
2.509081e+00	4.316042e-11
2.509177e+00	2.853971e-11
2.509177e+00	7.310663e-12
2.509322e+00	2.426058e-11
2.509423e+00	2.561545e-11
2.509500e+00	1.903559e-11
2.509507e+00	4.011585e-11
2.509510e+00	2.460759e-11
2.509543e+00	5.092126e-11
2.509678e+00	4.242709e-11
2.509772e+00	5.903383e-11
2.509773e+00	2.957689e-11
2.509773e+00	7.505404e-12
2.510097e+00	1.955143e-11
2.510103e+00	4.051312e-11
2.510106e+00	2.590870e-11
2.510261e+00	5.276538e-11
2.510275e+00	4.159110e-11
2.510310e+00	4.995541e-11
2.510370e+00	3.023701e-11
2.510370e+00	7.967200e-12
2.510579e+00	2.513521e-11
2.510625e+00	3.219203e-11
2.510630e+00	2.474457e-11
2.510648e+00	3.571532e-11
2.510648e+00	1.433463e-11
2.510654e+00	3.365912e-11
2.510655e+00	3.719786e-11
2.510687e+00	3.145676e-11
2.510692e+00	2.406584e-11
2.510694e+00	1.958185e-11
2.510700e+00	4.058641e-11
2.510702e+00	2.722648e-11
2.510872e+00	4.074447e-11
2.510937e+00	2.382646e-11
2.510968e+00	3.060186e-11
2.510968e+00	8.658515e-12
2.511038e+00	2.448383e-11
2.511157e+00	4.822049e-11
2.511291e+00	1.936003e-11
2.511297e+00	4.021308e-11
2.511299e+00	2.820809e-11
2.511388e+00	5.606126e-11
2.511470e+00	3.990822e-11
2.511565e+00	3.085396e-11
2.511565e+00	9.459207e-12
2.511878e+00	5.172567e-11
2.511889e+00	1.903763e-11
2.511894e+00	3.940394e-11
2.511896e+00	2.853686e-11
2.511926e+00	4.816708e-11
2.512067e+00	3.904408e-11
2.512163e+00	3.108444e-11
2.512163e+00	1.012892e-11
2.512195e+00	2.430858e-11
2.512241e+00	3.183549e-11
2.512246e+00	1.791557e-11
2.512264e+00	3.590788e-11
2.512264e+00	1.396420e-11
2.512270e+00	3.742651e-11
2.512271e+00	3.531169e-11
2.512303e+00	2.645305e-11
2.512308e+00	2.539969e-11
2.512487e+00	1.862668e-11
2.512492e+00	3.830650e-11
2.512493e+00	2.804430e-11
2.512554e+00	2.330086e-11
2.512655e+00	2.233871e-11
2.512665e+00	3.803522e-11
2.512761e+00	3.120534e-11
2.512761e+00	1.042270e-11
2.512773e+00	4.315657e-11
2.513007e+00	4.948845e-11
2.513085e+00	1.803106e-11
2.513089e+00	3.705441e-11
2.513091e+00	2.673508e-11
2.513264e+00	3.666045e-11
2.513360e+00	3.099633e-11
2.513360e+00	1.032122e-11
2.513497e+00	4.955870e-11
2.513545e+00	4.528230e-11
2.513684e+00	1.714231e-11
2.513687e+00	3.566620e-11
2.513689e+00	2.475796e-11
2.513813e+00	2.323520e-11
2.513859e+00	2.957378e-11
2.513862e+00	3.465562e-11
2.513864e+00	1.452603e-11
2.513882e+00	3.543750e-11
2.513882e+00	1.495068e-11
2.513888e+00	3.720169e-11
2.513889e+00	3.415104e-11
2.513921e+00	2.634843e-11
2.513926e+00	2.721422e-11
2.513958e+00	3.021471e-11
2.513958e+00	1.005054e-11
2.514174e+00	2.174556e-11
2.514274e+00	1.994859e-11
2.514283e+00	1.591697e-11
2.514286e+00	3.409276e-11
2.514287e+00	2.237521e-11
2.514378e+00	5.629021e-11
2.514392e+00	3.541694e-11
2.514461e+00	3.190219e-11
2.514557e+00	2.870983e-11
2.514557e+00	9.878227e-12
2.514628e+00	4.159992e-11
2.514697e+00	5.960981e-11
2.514882e+00	1.438937e-11
2.514884e+00	3.230608e-11
2.514886e+00	2.022690e-11
2.515061e+00	2.857948e-11
2.515118e+00	4.491024e-11
2.515156e+00	2.648527e-11
2.515156e+00	9.989333e-12
2.515166e+00	3.881217e-11
2.515296e+00	5.738686e-11
2.515433e+00	2.231736e-11
2.515479e+00	2.821528e-11
2.515482e+00	1.289276e-11
2.515483e+00	3.030914e-11
2.515484e+00	1.297009e-11
2.515484e+00	1.870129e-11
2.515502e+00	3.488613e-11
2.515502e+00	1.805462e-11
2.515508e+00	3.171256e-11
2.515509e+00	3.371780e-11
2.515541e+00	3.003145e-11
2.515546e+00	2.947951e-11
2.515660e+00	2.506399e-11
2.515756e+00	2.368814e-11
2.515756e+00	1.051118e-11
2.515795e+00	1.924945e-11
2.515896e+00	1.741219e-11
2.515896e+00	5.473176e-11
2.515999e+00	4.703500e-11
2.516012e+00	2.808818e-11
2.516081e+00	1.162229e-11
2.516082e+00	2.810355e-11
2.516083e+00	1.763556e-11
2.516250e+00	3.487575e-11
2.516260e+00	2.172765e-11
2.516356e+00	2.054568e-11
2.516356e+00	1.158478e-11
2.516496e+00	5.131588e-11
2.516555e+00	5.847644e-11
2.516681e+00	1.062139e-11
2.516682e+00	2.572891e-11
2.516683e+00	1.682425e-11
2.516741e+00	3.767938e-11
2.516789e+00	3.318850e-11
2.516860e+00	1.926058e-11
2.516956e+00	1.733947e-11
2.516956e+00	1.341509e-11
2.517055e+00	2.176122e-11
2.517096e+00	4.739542e-11
2.517102e+00	2.855916e-11
2.517106e+00	1.319387e-11
2.517124e+00	3.206605e-11
2.517125e+00	2.243155e-11
2.517130e+00	2.316978e-11
2.517132e+00	3.357128e-11
2.517155e+00	5.408244e-11
2.517163e+00	3.261488e-11
2.517168e+00	3.308679e-11
2.517282e+00	2.340729e-11
2.517282e+00	9.888887e-12
2.517282e+00	1.617079e-11
2.517418e+00	1.671815e-11
2.517460e+00	1.754037e-11
2.517519e+00	1.613381e-11
2.517556e+00	1.496361e-11
2.517556e+00	1.621385e-11
2.517621e+00	3.889681e-11
2.517635e+00	2.289803e-11
2.517696e+00	4.349176e-11
2.517755e+00	5.123874e-11
2.517875e+00	3.094278e-11
2.517882e+00	2.175983e-11
2.517882e+00	1.572843e-11
2.517882e+00	9.401453e-12
2.518061e+00	1.619118e-11
2.518157e+00	1.347194e-11
2.518157e+00	1.963381e-11
2.518297e+00	4.021742e-11
2.518355e+00	4.946273e-11
2.518366e+00	2.866399e-11
2.518415e+00	2.923685e-11
2.518482e+00	2.122107e-11
2.518482e+00	1.566745e-11
2.518483e+00	9.134854e-12
2.518662e+00	1.496661e-11
2.518679e+00	2.068819e-11
2.518726e+00	2.942869e-11
2.518730e+00	1.535603e-11
2.518748e+00	2.647117e-11
2.518749e+00	2.562931e-11
2.518754e+00	1.656694e-11
2.518756e+00	3.450724e-11
2.518758e+00	1.257195e-11
2.518758e+00	2.236658e-11
2.518787e+00	2.930689e-11
2.518792e+00	3.723609e-11
2.518898e+00	3.798534e-11
2.518956e+00	4.840439e-11
2.519044e+00	1.480640e-11
2.519083e+00	2.167817e-11
2.519083e+00	1.623544e-11
2.519084e+00	9.068559e-12
2.519145e+00	1.595967e-11
2.519246e+00	3.304242e-11
2.519259e+00	1.926899e-11
2.519263e+00	1.377920e-11
2.519359e+00	1.209361e-11
2.519359e+00	2.425424e-11
2.519499e+00	3.697249e-11
2.519502e+00	2.856772e-11
2.519557e+00	4.778431e-11
2.519683e+00	2.283749e-11
2.519684e+00	1.775432e-11
2.519686e+00	9.188256e-12
2.519750e+00	5.403490e-11
2.519865e+00	1.266893e-11
2.519961e+00	1.195139e-11
2.519961e+00	2.522318e-11
2.519993e+00	2.346524e-11
2.520042e+00	2.659349e-11
2.520101e+00	3.722533e-11
2.520158e+00	4.731218e-11
2.520158e+00	5.923206e-11
2.520285e+00	2.417119e-11
2.520285e+00	2.053626e-11
2.520288e+00	9.482816e-12
2.520305e+00	1.802580e-11
2.520352e+00	4.758384e-11
2.520352e+00	2.761404e-11
2.520357e+00	1.922022e-11
2.520375e+00	2.081598e-11
2.520375e+00	2.799538e-11
2.520381e+00	1.452264e-11
2.520382e+00	3.547797e-11
2.520414e+00	1.889621e-11
2.520419e+00	3.828933e-11
2.520467e+00	1.172047e-11
2.520563e+00	1.207700e-11
2.520563e+00	2.532661e-11
2.520672e+00	1.365113e-11
2.520703e+00	3.872291e-11
2.520759e+00	4.667888e-11
2.520759e+00	5.511146e-11
2.520773e+00	1.478607e-11
2.520872e+00	2.851057e-11
2.520886e+00	1.746951e-11
2.520886e+00	2.422572e-11
2.520886e+00	2.518006e-11
2.520890e+00	9.926838e-12
2.520954e+00	4.278183e-11
2.521069e+00	1.099414e-11
2.521131e+00	2.654940e-11
2.521165e+00	1.236137e-11
2.521165e+00	2.482925e-11
2.521285e+00	5.970322e-11
2.521305e+00	4.132188e-11
2.521328e+00	5.771055e-11
2.521361e+00	4.565267e-11
2.521361e+00	5.027719e-11
2.521488e+00	2.708279e-11
2.521488e+00	2.574662e-11
2.521492e+00	1.046259e-11
2.521557e+00	3.933070e-11
2.521622e+00	2.152507e-11
2.521671e+00	2.458449e-11
2.521671e+00	1.050469e-11
2.521767e+00	1.262395e-11
2.521767e+00	2.413091e-11
2.521887e+00	5.582040e-11
2.521908e+00	4.460916e-11
2.521930e+00	5.175882e-11
2.521934e+00	1.473316e-11
2.521963e+00	4.419718e-11
2.521963e+00	4.558421e-11
2.521981e+00	2.381571e-11
2.521985e+00	2.286019e-11
2.522003e+00	1.872798e-11
2.522004e+00	2.759378e-11
2.522009e+00	1.348264e-11
2.522011e+00	3.246148e-11
2.522042e+00	1.298798e-11
2.522047e+00	3.422235e-11
2.522090e+00	2.846090e-11
2.522090e+00	2.599938e-11
2.522095e+00	1.098790e-11
2.522159e+00	3.694869e-11
2.522274e+00	1.023707e-11
2.522301e+00	1.297058e-11
2.522370e+00	1.265126e-11
2.522370e+00	2.365608e-11
2.522402e+00	1.157799e-11
2.522489e+00	5.276988e-11
2.522501e+00	2.508321e-11
2.522510e+00	4.784926e-11
2.522515e+00	1.415140e-11
2.522532e+00	4.610380e-11
2.522565e+00	4.247662e-11
2.522565e+00	4.171508e-11
2.522692e+00	2.806404e-11
2.522692e+00	2.615813e-11
2.522698e+00	1.138380e-11
2.522762e+00	2.461712e-11
2.522762e+00	3.542217e-11
2.522877e+00	1.015921e-11
2.522887e+00	5.885693e-11
2.522973e+00	1.231013e-11
2.522973e+00	2.372029e-11
2.523092e+00	5.042486e-11
2.523113e+00	5.025539e-11
2.523134e+00	4.136858e-11
2.523168e+00	4.074253e-11
2.523168e+00	3.894113e-11
2.523208e+00	4.662207e-11
2.523254e+00	2.133147e-11
2.523290e+00	5.616533e-11
2.523294e+00	2.587658e-11
2.523295e+00	2.632383e-11
2.523301e+00	1.157730e-11
2.523303e+00	2.290784e-11
2.523341e+00	5.437380e-11
2.523342e+00	5.375387e-11
2.523366e+00	3.459787e-11
2.523480e+00	1.022612e-11
2.523490e+00	5.455186e-11
2.523500e+00	5.759038e-11
2.523564e+00	1.322263e-11
2.523576e+00	1.163600e-11
2.523576e+00	2.437855e-11
2.523611e+00	2.175237e-11
2.523616e+00	2.329643e-11
2.523634e+00	1.939137e-11
2.523634e+00	2.389797e-11
2.523640e+00	1.239056e-11
2.523641e+00	2.283442e-11
2.523673e+00	1.092457e-11
